Logical_quotient_rating,i_get_stressed_out_easily,coding_skills_rating,public_speaking_points,i_am_always_prepared,i_follow_a_schedule,i_am_quick_to_understand_things,i_am_full_of_ideas,i_start_conversations,do_you_like_sports,entrepreneurial_mindset,tendency_to_worry,self_learning_capability,Extra_courses_did,Taken_inputs_from_seniors_or_elders,reading_and _writing_skills,memory_capability_score,interested_career_area ,Type_of_company_want_to_settle_in,Interested_Type_of_Books,Non_Technical_or_Technical,hard_smart_worker,worked_in_teams_ever,Introvert,Suggested_Job_Role
5,0,2,5,2,1,9,6,8,yes,yes,no,no,no,no,excellent,poor,system developer,Web Services,Horror,Technical,smart worker,yes,yes,Software Quality Assurance (QA) / Testing
3,7,4,1,4,1,1,6,6,no,no,no,yes,no,no,excellent,poor,security,SAaS services,Dictionaries,Non Technical,hard worker,no,yes,Software Quality Assurance (QA) / Testing
5,4,4,1,0,2,7,1,1,no,yes,yes,no,yes,yes,excellent,poor,testing,product development,Diaries,Technical,smart worker,yes,no,Software Quality Assurance (QA) / Testing
4,5,6,5,9,7,0,8,8,yes,yes,no,yes,yes,yes,medium,medium,developer,Cloud Services,Childrens,Technical,smart worker,no,yes,Software Quality Assurance (QA) / Testing
9,2,6,7,4,8,3,3,0,no,no,no,no,yes,no,poor,medium,developer,Web Services,Horror,Non Technical,hard worker,no,no,Software Quality Assurance (QA) / Testing
9,4,7,8,0,7,8,2,1,yes,no,yes,no,no,yes,poor,excellent,security,SAaS services,Guide,Non Technical,smart worker,no,no,Software Quality Assurance (QA) / Testing
0,0,1,3,1,3,1,1,5,yes,yes,yes,no,no,no,excellent,poor,system developer,Finance,Self help,Non Technical,hard worker,no,yes,Software Quality Assurance (QA) / Testing
9,6,2,0,9,4,9,3,9,yes,yes,no,no,yes,yes,medium,excellent,cloud computing,Service Based,Diaries,Technical,smart worker,no,yes,Software Quality Assurance (QA) / Testing
7,3,0,0,8,3,0,3,6,no,no,no,no,yes,no,medium,excellent,testing,BPA,Fantasy,Technical,smart worker,yes,no,Software Quality Assurance (QA) / Testing
3,2,5,1,5,9,4,4,1,yes,no,yes,no,no,no,poor,excellent,testing,product development,Religion-Spirituality,Non Technical,hard worker,yes,no,Software Quality Assurance (QA) / Testing
3,3,7,0,6,1,8,3,9,yes,no,no,no,no,no,poor,excellent,developer,Service Based,Journals,Non Technical,smart worker,yes,no,Software Quality Assurance (QA) / Testing
7,0,0,5,3,4,1,2,8,yes,no,yes,yes,yes,no,medium,medium,developer,Cloud Services,Guide,Technical,hard worker,yes,yes,Software Quality Assurance (QA) / Testing
3,9,8,1,3,7,4,1,6,no,yes,no,yes,yes,yes,excellent,poor,testing,product development,Action and Adventure,Non Technical,hard worker,yes,no,Software Quality Assurance (QA) / Testing
0,4,9,5,6,8,5,5,3,no,yes,yes,no,no,yes,medium,excellent,system developer,Finance,Art,Non Technical,smart worker,yes,no,Software Quality Assurance (QA) / Testing
6,3,5,4,0,2,3,1,3,no,no,no,no,yes,no,poor,poor,testing,Service Based,Action and Adventure,Non Technical,hard worker,yes,no,Software Quality Assurance (QA) / Testing
2,7,7,0,3,1,7,9,8,yes,yes,yes,no,yes,yes,medium,poor,security,Finance,Childrens,Technical,smart worker,no,no,Software Quality Assurance (QA) / Testing
0,3,2,1,9,4,1,9,2,yes,yes,no,yes,no,yes,excellent,medium,security,BPA,Drama,Non Technical,smart worker,no,no,Software Quality Assurance (QA) / Testing
5,2,2,3,9,2,8,5,5,yes,no,yes,no,no,no,poor,medium,cloud computing,Cloud Services,Art,Non Technical,smart worker,yes,yes,Software Quality Assurance (QA) / Testing
2,4,5,8,6,4,8,4,9,no,yes,yes,no,yes,yes,medium,excellent,system developer,Testing and Maintainance Services,Religion-Spirituality,Technical,hard worker,no,yes,Software Quality Assurance (QA) / Testing
5,8,8,6,7,5,3,2,6,no,yes,yes,no,yes,no,medium,excellent,cloud computing,SAaS services,Self help,Non Technical,smart worker,no,yes,Software Quality Assurance (QA) / Testing
0,8,4,8,6,4,6,4,6,no,no,yes,yes,no,no,excellent,medium,developer,Testing and Maintainance Services,Horror,Non Technical,smart worker,yes,yes,Software Quality Assurance (QA) / Testing
9,1,3,0,1,2,5,2,2,yes,no,yes,yes,no,yes,poor,medium,testing,Cloud Services,Trilogy,Technical,smart worker,no,yes,Software Quality Assurance (QA) / Testing
6,7,1,6,4,3,0,1,7,no,yes,no,no,yes,no,poor,excellent,testing,SAaS services,Fantasy,Non Technical,hard worker,no,yes,Software Quality Assurance (QA) / Testing
7,4,3,9,1,2,4,4,5,no,no,no,no,yes,yes,excellent,excellent,cloud computing,BPA,Science,Technical,smart worker,yes,yes,Software Quality Assurance (QA) / Testing
8,7,8,0,5,6,6,0,3,no,yes,no,yes,yes,yes,poor,medium,system developer,SAaS services,Poetry,Technical,hard worker,no,yes,Software Quality Assurance (QA) / Testing
2,3,4,0,5,2,1,4,5,yes,no,no,yes,yes,no,excellent,medium,developer,Finance,Self help,Technical,smart worker,yes,yes,Software Quality Assurance (QA) / Testing
0,5,4,0,3,8,5,4,2,yes,no,yes,yes,yes,no,medium,medium,Business process analyst,Web Services,Horror,Non Technical,smart worker,yes,yes,Software Quality Assurance (QA) / Testing
3,3,4,2,8,9,9,2,3,no,no,yes,yes,yes,yes,excellent,poor,cloud computing,Testing and Maintainance Services,Romance,Technical,smart worker,no,yes,Software Quality Assurance (QA) / Testing
8,8,7,1,9,4,4,1,0,yes,yes,no,no,yes,no,excellent,medium,cloud computing,Service Based,Health,Technical,hard worker,yes,no,Software Quality Assurance (QA) / Testing
7,4,4,6,9,7,8,2,6,yes,no,yes,yes,yes,no,poor,poor,Business process analyst,Service Based,Action and Adventure,Non Technical,hard worker,no,no,Software Quality Assurance (QA) / Testing
9,1,8,3,2,4,1,3,6,no,no,no,yes,yes,yes,poor,poor,Business process analyst,Cloud Services,Diaries,Technical,smart worker,yes,yes,Software Quality Assurance (QA) / Testing
6,0,1,0,8,1,6,3,8,yes,yes,yes,no,yes,yes,medium,poor,developer,product development,Dictionaries,Technical,smart worker,no,yes,Software Quality Assurance (QA) / Testing
9,9,7,4,9,1,8,6,1,no,yes,yes,no,yes,no,poor,medium,testing,Cloud Services,Childrens,Technical,smart worker,yes,no,Software Quality Assurance (QA) / Testing
2,4,9,8,8,0,9,2,0,no,yes,yes,no,yes,yes,poor,excellent,testing,SAaS services,Journals,Non Technical,smart worker,no,yes,Software Quality Assurance (QA) / Testing
9,7,9,7,5,6,7,4,4,no,yes,yes,no,yes,no,excellent,poor,testing,Cloud Services,Prayer books,Technical,hard worker,no,no,Software Quality Assurance (QA) / Testing
8,8,2,5,7,6,3,8,5,yes,no,yes,yes,yes,yes,poor,poor,cloud computing,Web Services,Poetry,Technical,smart worker,no,yes,Software Quality Assurance (QA) / Testing
6,4,2,2,9,4,8,0,7,yes,no,no,no,yes,no,excellent,poor,testing,BPA,Journals,Technical,smart worker,yes,no,Software Quality Assurance (QA) / Testing
1,1,1,0,6,0,2,9,1,yes,yes,yes,no,no,yes,poor,excellent,developer,Cloud Services,Religion-Spirituality,Technical,hard worker,yes,no,Software Quality Assurance (QA) / Testing
1,4,4,9,9,8,2,2,9,yes,yes,yes,no,yes,yes,medium,poor,Business process analyst,BPA,Religion-Spirituality,Technical,smart worker,yes,yes,Software Quality Assurance (QA) / Testing
9,6,0,9,7,7,0,1,6,yes,no,yes,no,no,no,excellent,medium,cloud computing,Finance,Romance,Technical,smart worker,yes,no,Software Quality Assurance (QA) / Testing
2,6,7,5,2,3,7,2,7,no,no,yes,no,no,no,excellent,medium,Business process analyst,Product based,Science,Technical,smart worker,no,yes,Software Quality Assurance (QA) / Testing
3,4,7,3,0,2,6,4,6,no,yes,no,yes,no,yes,excellent,poor,Business process analyst,Product based,Self help,Technical,smart worker,no,no,Software Quality Assurance (QA) / Testing
9,6,4,8,0,4,2,4,4,yes,no,no,yes,yes,no,medium,excellent,security,product development,Autobiographies,Technical,hard worker,no,yes,Software Quality Assurance (QA) / Testing
6,9,9,0,4,7,0,5,6,yes,yes,yes,yes,no,yes,medium,medium,security,Product based,Action and Adventure,Non Technical,hard worker,yes,yes,Software Quality Assurance (QA) / Testing
8,7,3,3,1,7,4,2,6,no,yes,yes,yes,yes,no,medium,excellent,developer,Finance,Religion-Spirituality,Technical,hard worker,no,yes,Software Quality Assurance (QA) / Testing
8,0,9,5,5,1,8,0,9,no,yes,no,no,no,no,excellent,poor,Business process analyst,Product based,History,Non Technical,hard worker,yes,no,Software Quality Assurance (QA) / Testing
8,4,6,3,9,0,5,2,8,no,yes,no,no,no,no,medium,medium,cloud computing,Testing and Maintainance Services,Trilogy,Non Technical,smart worker,yes,no,Software Quality Assurance (QA) / Testing
3,3,9,8,9,9,7,6,0,yes,yes,yes,no,yes,yes,poor,excellent,cloud computing,SAaS services,Horror,Technical,hard worker,no,no,Software Quality Assurance (QA) / Testing
8,8,7,3,1,7,0,9,1,no,yes,yes,yes,yes,yes,excellent,medium,cloud computing,Cloud Services,Satire,Technical,smart worker,no,no,Software Quality Assurance (QA) / Testing
0,3,3,4,6,1,4,6,1,yes,no,no,no,no,yes,excellent,medium,developer,Finance,Anthology,Non Technical,smart worker,yes,no,Software Quality Assurance (QA) / Testing
3,6,4,4,7,6,6,4,4,yes,no,no,yes,no,no,medium,excellent,security,Web Services,Art,Technical,smart worker,no,yes,Software Quality Assurance (QA) / Testing
9,3,2,9,7,2,7,9,2,no,yes,no,no,yes,no,excellent,excellent,security,Product based,Dictionaries,Technical,smart worker,no,yes,Software Quality Assurance (QA) / Testing
5,3,7,0,4,7,8,0,5,yes,no,yes,no,no,yes,medium,poor,security,BPA,Biographies,Technical,hard worker,no,no,Software Quality Assurance (QA) / Testing
7,5,8,2,1,9,3,1,4,yes,no,yes,yes,yes,yes,medium,medium,Business process analyst,Web Services,Anthology,Technical,hard worker,yes,yes,Software Quality Assurance (QA) / Testing
3,4,8,0,5,8,1,3,6,yes,no,no,yes,yes,no,medium,poor,testing,Cloud Services,Cookbooks,Non Technical,hard worker,no,no,Software Quality Assurance (QA) / Testing
9,6,7,2,1,9,1,9,2,no,no,yes,no,yes,yes,medium,medium,developer,BPA,Horror,Non Technical,hard worker,yes,no,Software Quality Assurance (QA) / Testing
7,4,8,5,7,1,2,4,2,no,no,yes,no,no,yes,medium,medium,Business process analyst,product development,Romance,Technical,hard worker,no,no,Software Quality Assurance (QA) / Testing
8,4,9,0,1,7,5,4,2,no,yes,no,yes,no,yes,poor,excellent,developer,SAaS services,Travel,Technical,smart worker,no,no,Software Quality Assurance (QA) / Testing
5,4,5,5,5,1,5,6,7,no,yes,no,no,no,no,medium,medium,Business process analyst,Product based,Poetry,Technical,smart worker,no,yes,Software Quality Assurance (QA) / Testing
0,4,5,6,1,2,5,2,4,yes,no,yes,no,no,yes,excellent,poor,security,Sales and Marketing,History,Technical,hard worker,no,no,Software Quality Assurance (QA) / Testing
4,6,7,9,5,8,1,0,0,yes,no,yes,yes,yes,yes,excellent,poor,Business process analyst,Cloud Services,Journals,Non Technical,smart worker,yes,no,Software Quality Assurance (QA) / Testing
9,6,5,5,5,7,8,6,4,yes,no,no,no,yes,yes,poor,poor,system developer,Cloud Services,Biographies,Non Technical,hard worker,no,no,Software Quality Assurance (QA) / Testing
8,7,7,5,2,0,3,3,0,yes,yes,yes,yes,yes,yes,medium,poor,system developer,Cloud Services,Math,Technical,smart worker,no,no,Software Quality Assurance (QA) / Testing
4,3,0,3,8,4,5,7,1,yes,yes,yes,yes,yes,no,medium,poor,Business process analyst,Service Based,Horror,Technical,smart worker,no,no,Software Quality Assurance (QA) / Testing
3,4,2,7,2,6,5,3,9,no,yes,no,yes,yes,yes,poor,poor,developer,Web Services,Dictionaries,Non Technical,hard worker,yes,yes,Software Quality Assurance (QA) / Testing
8,6,2,7,2,3,9,8,8,yes,yes,yes,no,no,yes,excellent,medium,cloud computing,SAaS services,Mystery,Non Technical,smart worker,yes,no,Software Quality Assurance (QA) / Testing
8,5,8,8,0,1,2,8,5,no,yes,no,no,yes,no,poor,medium,system developer,Service Based,Cookbooks,Non Technical,hard worker,no,yes,Software Quality Assurance (QA) / Testing
1,6,7,5,0,6,8,7,1,no,yes,no,yes,no,no,poor,excellent,developer,Web Services,Action and Adventure,Technical,smart worker,no,no,Software Quality Assurance (QA) / Testing
2,6,8,7,3,3,1,1,6,yes,yes,yes,yes,yes,yes,excellent,excellent,security,Web Services,Guide,Technical,hard worker,no,yes,Software Quality Assurance (QA) / Testing
7,0,1,0,0,1,0,0,2,yes,yes,yes,no,yes,yes,excellent,poor,developer,Testing and Maintainance Services,Poetry,Technical,smart worker,no,no,Software Quality Assurance (QA) / Testing
3,7,4,4,7,5,3,1,8,no,yes,yes,no,no,yes,medium,medium,security,Service Based,Biographies,Non Technical,smart worker,yes,yes,Software Quality Assurance (QA) / Testing
7,1,0,3,9,3,8,2,0,yes,yes,yes,no,yes,no,poor,poor,Business process analyst,Sales and Marketing,Health,Technical,hard worker,yes,yes,Software Quality Assurance (QA) / Testing
5,2,8,1,9,0,7,3,4,no,no,no,yes,yes,no,excellent,excellent,system developer,Product based,Anthology,Non Technical,hard worker,yes,no,Software Quality Assurance (QA) / Testing
6,8,1,5,0,8,2,8,8,yes,no,no,yes,no,no,poor,excellent,Business process analyst,BPA,Encyclopedias,Non Technical,smart worker,yes,no,Software Quality Assurance (QA) / Testing
8,4,7,1,6,0,6,0,6,yes,yes,yes,no,no,yes,poor,medium,cloud computing,Product based,Science,Technical,hard worker,yes,yes,Software Quality Assurance (QA) / Testing
7,3,8,8,4,5,2,6,9,yes,no,yes,no,no,yes,excellent,poor,developer,Finance,Romance,Technical,hard worker,yes,no,Software Quality Assurance (QA) / Testing
1,5,8,0,6,4,9,9,1,yes,no,no,no,no,no,excellent,excellent,testing,Cloud Services,Health,Technical,smart worker,yes,yes,Software Quality Assurance (QA) / Testing
5,7,3,3,5,4,2,7,0,yes,yes,yes,no,yes,no,excellent,poor,Business process analyst,Testing and Maintainance Services,Science fiction,Technical,smart worker,no,no,Software Quality Assurance (QA) / Testing
8,2,1,9,6,6,2,0,5,yes,yes,no,no,yes,no,excellent,excellent,system developer,Finance,Action and Adventure,Non Technical,smart worker,no,no,Software Quality Assurance (QA) / Testing
8,7,9,0,8,8,9,2,7,yes,no,yes,yes,yes,no,medium,excellent,developer,Service Based,Encyclopedias,Technical,smart worker,no,no,Software Quality Assurance (QA) / Testing
5,7,8,6,2,1,8,6,9,yes,yes,yes,yes,no,yes,medium,excellent,Business process analyst,Product based,Trilogy,Non Technical,hard worker,no,yes,Software Quality Assurance (QA) / Testing
1,5,7,6,1,3,5,1,2,yes,no,yes,yes,yes,no,medium,medium,security,BPA,Art,Non Technical,smart worker,no,no,Software Quality Assurance (QA) / Testing
2,8,1,6,0,4,7,3,3,yes,yes,yes,no,yes,yes,excellent,medium,testing,Cloud Services,Poetry,Non Technical,hard worker,no,no,Software Quality Assurance (QA) / Testing
2,5,3,4,9,3,8,5,8,no,no,yes,no,no,yes,poor,poor,Business process analyst,Web Services,Drama,Non Technical,smart worker,yes,yes,Software Quality Assurance (QA) / Testing
6,5,9,7,2,3,1,4,7,yes,no,no,yes,yes,yes,medium,excellent,system developer,Service Based,Encyclopedias,Non Technical,hard worker,no,yes,Software Quality Assurance (QA) / Testing
2,2,4,0,7,2,6,3,0,yes,no,no,yes,no,yes,excellent,excellent,testing,Web Services,Prayer books,Technical,hard worker,no,no,Software Quality Assurance (QA) / Testing
2,8,4,5,0,4,8,0,8,no,yes,no,yes,yes,yes,poor,excellent,security,Cloud Services,Anthology,Technical,smart worker,no,no,Software Quality Assurance (QA) / Testing
9,0,5,6,7,7,0,0,8,yes,yes,no,no,yes,yes,medium,medium,system developer,Service Based,Journals,Non Technical,smart worker,no,yes,Software Quality Assurance (QA) / Testing
5,2,0,1,1,7,7,7,6,no,yes,no,no,yes,no,medium,poor,testing,Testing and Maintainance Services,Prayer books,Technical,hard worker,yes,yes,Software Quality Assurance (QA) / Testing
6,5,3,3,2,4,5,4,6,yes,no,no,yes,no,no,excellent,poor,testing,BPA,Science fiction,Technical,smart worker,no,no,Software Quality Assurance (QA) / Testing
6,7,5,0,6,4,0,3,2,yes,no,no,yes,no,yes,medium,excellent,system developer,Web Services,Self help,Non Technical,smart worker,yes,no,Software Quality Assurance (QA) / Testing
3,5,9,7,1,0,9,5,9,no,no,no,no,no,no,medium,excellent,cloud computing,Sales and Marketing,Diaries,Technical,smart worker,yes,yes,Software Quality Assurance (QA) / Testing
8,2,4,0,4,9,4,9,1,yes,no,no,no,no,no,excellent,excellent,cloud computing,Service Based,Self help,Non Technical,smart worker,yes,yes,Software Quality Assurance (QA) / Testing
4,1,5,4,3,2,6,3,8,yes,no,yes,no,yes,no,excellent,medium,system developer,Service Based,Anthology,Technical,smart worker,yes,no,Software Quality Assurance (QA) / Testing
7,8,4,0,7,2,9,9,0,no,yes,no,no,no,no,medium,poor,cloud computing,Service Based,Guide,Non Technical,smart worker,yes,no,Software Quality Assurance (QA) / Testing
0,6,2,9,1,0,2,9,7,no,yes,no,yes,no,no,excellent,excellent,cloud computing,Testing and Maintainance Services,Poetry,Technical,hard worker,no,no,Software Quality Assurance (QA) / Testing
3,9,8,5,2,7,7,2,0,no,yes,yes,no,no,no,poor,poor,Business process analyst,product development,Prayer books,Non Technical,hard worker,yes,yes,Software Quality Assurance (QA) / Testing
2,1,5,2,4,6,6,1,8,yes,no,no,no,no,yes,medium,excellent,testing,Testing and Maintainance Services,Health,Technical,smart worker,no,yes,Software Quality Assurance (QA) / Testing
6,4,9,8,5,3,2,5,2,no,no,no,no,yes,no,excellent,medium,system developer,Sales and Marketing,Journals,Non Technical,smart worker,yes,yes,Software Quality Assurance (QA) / Testing
4,9,2,8,3,3,4,1,7,no,yes,yes,yes,no,yes,poor,poor,testing,Cloud Services,Drama,Technical,smart worker,no,no,Software Quality Assurance (QA) / Testing
6,4,5,5,5,5,8,6,3,no,yes,no,yes,yes,yes,excellent,medium,cloud computing,product development,Self help,Non Technical,hard worker,yes,yes,Software Quality Assurance (QA) / Testing
7,2,9,2,6,9,0,5,4,yes,yes,no,yes,no,no,medium,poor,Business process analyst,Sales and Marketing,Anthology,Technical,smart worker,yes,no,Software Quality Assurance (QA) / Testing
3,2,6,1,9,9,6,4,2,yes,no,no,no,yes,no,poor,medium,cloud computing,BPA,Religion-Spirituality,Technical,hard worker,yes,yes,Software Quality Assurance (QA) / Testing
5,9,8,2,4,4,4,3,2,no,yes,no,yes,yes,yes,medium,poor,cloud computing,Cloud Services,Art,Non Technical,hard worker,yes,yes,Software Quality Assurance (QA) / Testing
1,1,7,8,5,7,1,8,2,no,yes,no,yes,no,no,poor,medium,system developer,BPA,Guide,Non Technical,smart worker,no,yes,Software Quality Assurance (QA) / Testing
9,8,4,0,2,2,6,6,6,yes,yes,yes,yes,yes,yes,medium,excellent,developer,Cloud Services,Comics,Technical,smart worker,yes,yes,Software Quality Assurance (QA) / Testing
6,3,3,5,7,1,9,5,2,yes,no,no,yes,no,no,excellent,excellent,Business process analyst,BPA,Science,Non Technical,smart worker,no,yes,Software Quality Assurance (QA) / Testing
4,5,1,5,8,0,3,2,7,no,yes,no,yes,no,no,medium,excellent,cloud computing,Sales and Marketing,Drama,Technical,smart worker,no,yes,Software Quality Assurance (QA) / Testing
4,8,2,7,5,4,9,2,0,no,no,no,no,yes,no,medium,medium,testing,Service Based,Childrens,Technical,smart worker,yes,no,Software Quality Assurance (QA) / Testing
8,3,1,7,8,2,0,0,6,no,yes,yes,yes,no,yes,excellent,poor,developer,SAaS services,Journals,Technical,hard worker,no,no,Software Quality Assurance (QA) / Testing
5,1,0,0,3,6,0,6,7,yes,yes,yes,yes,no,no,poor,medium,security,Finance,Fantasy,Technical,hard worker,no,yes,Software Quality Assurance (QA) / Testing
7,3,0,4,9,5,9,9,1,yes,no,no,no,no,yes,poor,poor,testing,BPA,Dictionaries,Non Technical,smart worker,yes,yes,Software Quality Assurance (QA) / Testing
7,0,6,4,1,7,7,4,7,yes,yes,yes,yes,yes,yes,poor,excellent,system developer,Product based,Mystery,Non Technical,hard worker,no,yes,Software Quality Assurance (QA) / Testing
5,6,9,7,5,1,5,3,2,no,no,yes,no,no,yes,medium,poor,cloud computing,Web Services,Drama,Non Technical,hard worker,no,yes,Software Quality Assurance (QA) / Testing
3,4,1,9,3,8,8,6,8,yes,yes,yes,no,no,yes,excellent,excellent,developer,Service Based,Drama,Non Technical,smart worker,yes,no,Software Quality Assurance (QA) / Testing
1,7,9,0,2,3,0,9,4,yes,no,no,no,no,yes,medium,excellent,testing,product development,Mystery,Non Technical,smart worker,no,no,Software Quality Assurance (QA) / Testing
