University,Course_Name,CAO Score,Budget,City,Interest,Job domain
Mayo College of FE & Training - Westport Campus and Mayo Sligo Leitrim ETB and Mayo College of FE & Training,Agriculture - Advanced - Green Cert (6M20486),357,4500,Mayo,Chess,Support
Mayo College of FE & Training - Westport Campus and Mayo Sligo Leitrim ETB,Agriculture - Green Cert (5M20454 6S20487),450,3500,Mayo,Athletics ,Finance 
Mayo College of FE & Training - Westport Campus and Mayo Sligo Leitrim ETB and Mayo College of FE & Training,Animal Care (5M2768),520,3689,Mayo,Cricket,Law
Mayo College of FE & Training - Westport Campus and Mayo Sligo Leitrim ETB,Animal Grooming (5N0752),462,3489,Mayo,Football,IT
Mayo College of FE & Training - Westport Campus and Mayo Sligo Leitrim ETB and Mayo College of FE & Training,Animal Science - Advanced (6M5153),300,2240,Mayo,Cricket,HR
Mayo College of FE & Training - Ballina Campus and Mayo Sligo Leitrim ETB and Mayo College of FE & Training,Animation (5M5048),325,2120,Mayo,Football,Management
Mayo College of FE & Training - Westport Campus and Mayo Sligo Leitrim ETB and Mayo College of FE & Training,Art (6M4029),378,2240,Mayo,Singing,Support
St. Louis Community School,Art (114358),256,2120,Mayo,Chess,Finance 
Mayo College of FE & Training - Westport Campus and Mayo Sligo Leitrim ETB,Art - Life Drawing (98497),111,4500,Mayo,Cricket,IT
Mayo College of FE & Training - Westport Campus and Mayo Sligo Leitrim ETB,Astronomy (101421),185,3500,Mayo,Football,HR
National Learning Network Mayo - Castlebar,Autism Support Programme - The Hub (110699),165,6500,Mayo,Cricket,Management
Mayo Sligo Leitrim ETB,Back to Education Initiative BTEI (108635),245,7500,Mayo,Football,Support
Mayo College of FE & Training - Westport Campus and Mayo Sligo Leitrim ETB and Mayo College of FE & Training,Beauty Therapy (6M3479),298,2240,Mayo,Chess,Law
Mayo College of FE & Training - Westport Campus and Mayo Sligo Leitrim ETB and Mayo College of FE & Training,Beauty Therapy (5M3471),460,2120,Mayo,Athletics ,IT
Mayo College of FE & Training - Westport Campus and Mayo Sligo Leitrim ETB,Beekeeping (5N2554),510,5000,Mayo,Cricket,HR
St. Louis Community School,Bookkeeping Manual & Computerised (5N1354),566,4500,Mayo,Football,Management
Mayo College of FE & Training - Castlebar Campus and Mayo Sligo Leitrim ETB and Mayo College of FE & Training,Business - Advanced (6M4985),462,3489,Mayo,Singing,Law
Mayo College of FE & Training - Castlebar Campus and Mayo Sligo Leitrim ETB and Mayo College of FE & Training,Business Studies Administration with Marketing (5M2102),186,2120,Mayo,Athletics ,HR
National Learning Network Mayo - Castlebar,Career Pathways (3M0935 4M0857),211,5000,Mayo,Cricket,Finance 
Mayo College of FE & Training - Westport Campus and Mayo Sligo Leitrim ETB,Cleanroom Operations (5N1921),247,3500,Mayo,Singing,IT
Mayo College of FE & Training - Castlebar Campus and Mayo Sligo Leitrim ETB and Mayo College of FE & Training,Computer Systems & Networks - Network Technician - Advanced (6M0695),242,6500,Mayo,Chess,HR
Mayo College of FE & Training - Castlebar Campus and Mayo Sligo Leitrim ETB and Mayo College of FE & Training,Computer Systems & Networks with Mobile Technologies - Network Technician (5M0536),210,7500,Mayo,Athletics ,Management
Mayo College of FE & Training - Westport Campus and Mayo Sligo Leitrim ETB,Creative Application Ceramics (6N3445),338,2120,Mayo,Cricket,Law
Mayo College of FE & Training - Castlebar Campus and Mayo Sligo Leitrim ETB and Mayo College of FE & Training,Disability Studies with SNA (5M4468),211,2120,Mayo,Cricket,IT
Mayo College of FE & Training - Castlebar Campus and Mayo Sligo Leitrim ETB and Mayo College of FE & Training,Early Learning & Care (5M21473),125,6500,Mayo,Chess,IT
SETU - Waterford Campus and SETU - South East Technological University,Advanced Chromatographic Techniques (WD575),350,5000,Waterford,Cricket,IT
SETU - Waterford Campus and SETU - South East Technological University,Advanced Drug Formulation Science (WD605),365,5000,Waterford,Football,HR
SETU - Waterford Campus and SETU - South East Technological University,Advanced Facilitation Skills for Promoting Health & Well Being (WD591),400,3500,Waterford,Singing,Management
SETU - Waterford Campus and SETU - South East Technological University,Advanced Materials Characterisation (WD577),421,4000,Waterford,Chess,Support
SETU - Waterford Campus and SETU - South East Technological University,Advanced Spectroscopic Techniques (WD576),365,4500,Waterford,Cricket,Law
SETU - Waterford Campus and SETU - South East Technological University,Applied Spirituality (WD590),375,4000,Waterford,Football,IT
SETU - Waterford Campus and SETU - South East Technological University,Biopharmaceutical Analysis & Cell Culture (WD594),425,3500,Waterford,Singing,Support
SETU - Waterford Campus and SETU - South East Technological University,Business - Economics & Finance Stream (WD507),450,5000,Waterford,Chess,Finance 
SETU - Waterford Campus and SETU - South East Technological University,Business - Finance and Business Analytics (WD610),450,5000,Waterford,Cricket,Law
SETU - Waterford Campus and SETU - South East Technological University,Business - Finance and Business Analytics (WD609),450,5000,Waterford,Football,IT
SETU - Waterford Campus and SETU - South East Technological University,Business - Human Resource Management Stream (WD509),450,5500,Waterford,Singing,IT
SETU - Waterford Campus and SETU - South East Technological University,Business - Internationalisation (WD502),425,6500,Waterford,Chess,HR
SETU - Waterford Campus and SETU - South East Technological University,Business - Investment Fund Administration (WD611),465,6500,Waterford,Cricket,Management
SETU - Waterford Campus and SETU - South East Technological University,Business - Management Stream (WD510),500,6500,Waterford,Football,Support
SETU - Waterford Campus and SETU - South East Technological University,Business - Marketing Stream (WD506),350,6500,Waterford,Singing,Law
SETU - Waterford Campus and SETU - South East Technological University,Business Administration - DBA (WD560),450,7500,Waterford,Chess,IT
SETU - Waterford Campus and SETU - South East Technological University,Business Administration - Executive MBA (WD504),550,8000,Waterford,Cricket,Support
SETU - Waterford Campus and SETU - South East Technological University,Cognitive Behaviour Therapy CBT & Motivational Interviewing MI for Practice (WD587),550,10000,Waterford,Football,Finance 
SETU - Waterford Campus and SETU - South East Technological University,Computing - Enterprise Software Systems (WD571),500,7500,Waterford,Singing,Law
SETU - Waterford Campus and SETU - South East Technological University,Computing - Information Systems Processes (WD516),450,7500,Waterford,Chess,IT
SETU - Waterford Campus and SETU - South East Technological University,Construction Project Management (WD542 WD553),500,6500,Waterford,Cricket,IT
SETU - Waterford Campus and SETU - South East Technological University,Digital Marketing Practice (BDMAP),375,5000,Waterford,Football,HR
SETU - Waterford Campus and SETU - South East Technological University,Digital Marketing Practice (WD607),400,5000,Waterford,Singing,Management
SETU - Waterford Campus and SETU - South East Technological University,Early Childhood Studies Care & Education (WD592),375,4500,Waterford,Chess,Support
SETU - Waterford Campus and SETU - South East Technological University,Economics & Finance (WD608),365,4000,Waterford,Cricket,Law
SETU - Waterford Campus and SETU - South East Technological University,Education - Management in Education (WD548),350,4500,Waterford,Football,IT
SETU - Waterford Campus and SETU - South East Technological University,Education - Teaching and Learning in Higher Education (WD366),350,4500,Waterford,Singing,Support
SETU - Waterford Campus and SETU - South East Technological University,Education - Teaching in Further Education (WD569),425,5000,Waterford,Chess,Finance 
SETU - Waterford Campus and SETU - South East Technological University,Education - Teaching in Further Education (WD589),400,4500,Waterford,Cricket,Law
SETU - Waterford Campus and SETU - South East Technological University,Education in Teaching & Learning (WD603),415,4500,Waterford,Football,IT
SETU - Waterford Campus and SETU - South East Technological University,Engineering - Electronic Engineering (WD543 WD599),400,4500,Waterford,Singing,IT
SETU - Waterford Campus and SETU - South East Technological University,Engineering - Innovative Technology Engineering (WD555 WD557),375,3500,Waterford,Chess,HR
SETU - Waterford Campus and SETU - South East Technological University,Engineering - Sustainable Energy Engineering (WD554 WD556),350,5000,Waterford,Cricket,Management
SETU - Waterford Campus and SETU - South East Technological University,Food Safety & Analytical Microbiology (WD585),365,5500,Waterford,Football,Support
SETU - Waterford Campus and SETU - South East Technological University,International Regulatory Affairs (WD583),425,3500,Waterford,Singing,Law
SETU - Waterford Campus and SETU - South East Technological University,Lean Enterprise Excellence (WD597),435,5000,Waterford,Chess,IT
SETU - Waterford Campus and SETU - South East Technological University,Management (WD514),450,4500,Waterford,Cricket,Support
SETU - Waterford Campus and SETU - South East Technological University,Management Development (WD596),400,4000,Waterford,Football,Finance 
SETU - Waterford Campus and SETU - South East Technological University,Management for Healthcare Professionals (WD593),500,3500,Waterford,Singing,Law
SETU - Waterford Campus and SETU - South East Technological University,Nursing (WD602),500,4000,Waterford,Chess,IT
SETU - Waterford Campus and SETU - South East Technological University,Palliative Care for Healthcare Professionals (WD334),550,3500,Waterford,Cricket,IT
SETU - Waterford Campus and SETU - South East Technological University,Project Management (WD600),365,4500,Waterford,Football,HR
SETU - Waterford Campus and SETU - South East Technological University,Research Programmes (98671),400,4000,Waterford,Singing,Management
SETU - Waterford Campus and SETU - South East Technological University,Respiratory Care Skills - Intellectual Disabilities (WD335),575,6500,Waterford,Chess,Support
SETU - Waterford Campus and SETU - South East Technological University,Social Justice & Public Policy (WD595),365,2500,Waterford,Cricket,Law
SETU - Waterford Campus and SETU - South East Technological University,Sport & Exercise Psychology - Applied (WD523),400,3500,Waterford,Football,IT
SETU - Waterford Campus and SETU - South East Technological University,Statistics & Data Analysis (WD581),450,6500,Waterford,Singing,Support
SETU - Waterford Campus and SETU - South East Technological University,Strategic Quality Management (WD580),475,5000,Waterford,Chess,Finance 
SETU - Waterford Campus and SETU - South East Technological University,Television & Media Production / Telifís agus na Meáin (WD551),250,4500,Waterford,Cricket,Law
SETU - Wexford Campus and SETU - South East Technological University,Agriculture - Organic Agriculture - Wexford Campus (SE518),400,3500,Wexford,Cricket,HR
SETU - Wexford Campus and SETU - South East Technological University,Agriculture - Organic Agriculture - Wexford Campus (SE517),400,3500,Wexford,Football,Management
SETU - Wexford Campus and SETU - South East Technological University,Art - Wexford - Hill Street Campus (SE207),375,2500,Wexford,Singing,Support
SETU - Wexford Campus and SETU - South East Technological University,Art - Wexford - Hill Street Campus (SE211),375,2500,Wexford,Chess,Law
SETU - Wexford Campus and SETU - South East Technological University,Business - Wexford Campus (SE402),350,5000,Wexford,Cricket,IT
